1.696	5.435	0.7889435974770314	1.9723589936925783
1.696	3.265	0.7889435974770314	1.9723589936925783
1.696	1.095	0.7889435974770314	1.9723589936925783
1.696	-1.075	0.7889435974770314	1.9723589936925783
1.696	-3.245	0.7889435974770314	1.9723589936925783
1.696	-5.415	0.7889435974770314	1.9723589936925783
3.9431	7.5741	0.9714689907557523	0.9714689907557523
8.2851	6.5398	0.6438470315222398	0.6438470315222398
11.9919	3.2752	0.8149423292479046	0.8149423292479046
11.963	-2.2336	0.780201896947194	0.780201896947194
8.3908	-6.7269	0.880319828244258	0.880319828244258
4.334	-7.4665	1.3139977168929937	1.3139977168929937
